CustomerID,Churn,Gender,AgeGroup,CityTier,MaritalStatus,PreferredLoginDevice,PreferedOrderCat,Tenure,WarehouseToHome,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount,CouponFlag,TenureGroup,AppUsageLevel,StreamerGroup,LastOrderGroup,R_score,F_score,G_score,RFG_Score,RFG_Level,Cluster,Persona,RiskScore,RiskLevel,ActionPriority,ContactFrequency,Action,Channel,PrimaryKPI,SecondaryKPI,OfferIntensity
51456,0,Female,4,1,Single,Pad,Fashion,24.0,6.0,1.0,12,20.0,8.0,4,5,0,4,175,Used,1-2Y,Low,4-6,8-14D,2,5,5,12,高RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
51457,1,Male,5,1,Single,Pad,Laptop & Accessory,3.0,13.0,3.0,1,24.0,6.0,2,3,1,1,161,Used,0-6M,High,0-3,4-7D,2,1,5,8,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51458,0,Female,1,2,Single,Pad,Grocery,27.0,32.0,1.0,4,12.0,4.0,3,1,1,1,273,Used,2Y+,Low,0-3,4-7D,3,4,1,8,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
51459,0,Male,3,1,Married,Mobile Phone,Household,3.0,24.0,3.0,1,12.0,2.0,1,3,0,0,128,Not Used,0-6M,High,0-3,0-3D,4,1,1,6,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51460,0,Female,4,1,Married,Mobile Phone,Laptop & Accessory,7.0,12.0,2.0,1,15.0,0.0,7,4,0,1,145,Used,6-12M,Medium,7+,0-3D,5,1,3,9,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51461,0,Male,3,3,Single,Mobile Phone,Fashion,13.0,9.0,2.0,1,12.0,3.0,3,1,0,0,174,Not Used,1-2Y,Medium,0-3,0-3D,4,1,1,6,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51462,0,Female,4,1,Single,Mobile Phone,Fashion,7.0,11.0,2.0,5,12.0,3.0,3,5,0,2,216,Used,6-12M,Medium,0-3,0-3D,4,5,1,10,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51463,0,Female,3,3,Married,Pad,Fashion,9.0,17.0,3.0,2,14.0,8.0,1,1,0,0,197,Not Used,6-12M,High,0-3,8-14D,2,2,2,6,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51464,0,Female,3,1,Married,Mobile Phone,Household,9.0,9.0,3.0,1,22.0,0.0,6,1,0,0,128,Not Used,6-12M,High,4-6,0-3D,5,1,5,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
51465,0,Male,3,3,Married,Pad,Grocery,16.0,32.0,3.0,4,12.0,12.0,2,1,1,1,270,Used,1-2Y,High,0-3,8-14D,1,4,1,6,低RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
51466,0,Male,5,1,Married,Pad,Household,3.0,14.0,3.0,1,25.0,9.0,2,3,0,0,126,Not Used,0-6M,High,0-3,8-14D,1,1,5,7,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51467,0,Male,3,3,Married,Pad,Laptop & Accessory,6.0,28.0,3.0,1,13.0,7.0,1,4,0,0,161,Not Used,0-6M,High,0-3,4-7D,2,1,2,5,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51468,1,Female,3,1,Married,Mobile Phone,Mobile Phone,19.0,20.0,3.0,4,18.0,3.0,10,4,1,3,150,Used,1-2Y,High,7+,0-3D,4,4,4,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
51469,0,Male,3,1,Single,Mobile Phone,Others,24.0,12.0,2.0,15,15.0,15.0,8,3,0,8,295,Used,1-2Y,Medium,7+,15D+,1,5,3,9,中RFG综合表现,3,优惠敏感用户,1,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
51470,1,Male,5,3,Married,Mobile Phone,Laptop & Accessory,3.0,12.0,3.0,7,18.0,7.0,5,3,1,0,162,Not Used,0-6M,High,4-6,4-7D,2,5,4,11,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51471,0,Female,4,1,Married,Mobile Phone,Household,3.0,14.0,2.0,4,19.0,3.0,2,4,0,2,124,Used,0-6M,Medium,0-3,0-3D,4,4,4,12,高RFG综合表现,0,基础培育用户,3,中风险,P2-自动化召回,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51472,1,Female,3,1,Married,Mobile Phone,Fashion,23.0,29.0,3.0,15,12.0,6.0,2,1,0,7,203,Used,1-2Y,High,0-3,4-7D,2,5,1,8,中RFG综合表现,3,优惠敏感用户,1,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
51473,1,Male,3,3,Single,Mobile Phone,Mobile Phone,9.0,28.0,2.0,1,19.0,0.0,2,3,1,1,117,Used,6-12M,Medium,0-3,0-3D,5,1,4,10,中RFG综合表现,0,基础培育用户,4,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51474,0,Male,3,1,Married,Mobile Phone,Household,3.0,14.0,3.0,2,14.0,1.0,1,1,0,2,125,Used,0-6M,High,0-3,0-3D,5,2,2,9,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51475,0,Female,3,1,Married,Mobile Phone,Laptop & Accessory,22.0,26.0,3.0,5,14.0,11.0,2,5,0,5,166,Used,1-2Y,High,0-3,8-14D,1,5,2,8,中RFG综合表现,3,优惠敏感用户,1,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
51476,0,Female,1,1,Single,Pad,Mobile Phone,16.0,34.0,3.0,1,12.0,2.0,5,3,0,0,147,Not Used,1-2Y,High,4-6,0-3D,4,1,1,6,低RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
51477,0,Female,3,3,Single,Pad,Fashion,23.0,18.0,3.0,2,11.0,1.0,5,1,0,1,192,Used,1-2Y,High,4-6,0-3D,5,2,1,8,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
51478,1,Female,5,3,Married,Mobile Phone,Laptop & Accessory,3.0,26.0,3.0,2,11.0,2.0,4,3,1,0,146,Not Used,0-6M,High,4-6,0-3D,4,2,1,7,低RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51479,0,Male,3,3,Married,Mobile Phone,Fashion,14.0,15.0,3.0,1,13.0,7.0,4,3,1,0,182,Not Used,1-2Y,High,4-6,4-7D,2,1,2,5,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51480,0,Female,3,2,Married,Mobile Phone,Household,3.0,31.0,3.0,5,23.0,7.0,2,3,0,2,129,Used,0-6M,High,0-3,4-7D,2,5,5,12,高RFG综合表现,0,基础培育用户,3,中风险,P2-自动化召回,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51481,0,Male,3,1,Married,Mobile Phone,Laptop & Accessory,9.0,12.0,2.0,1,20.0,1.0,7,4,0,0,149,Not Used,6-12M,Medium,7+,0-3D,5,1,5,11,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51482,1,Male,5,1,Single,Pad,Fashion,14.0,14.0,2.0,1,15.0,3.0,3,1,0,1,207,Used,1-2Y,Medium,0-3,0-3D,4,1,3,8,中RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51483,0,Female,4,3,Married,Mobile Phone,Laptop & Accessory,12.0,10.0,2.0,5,14.0,9.0,5,3,0,5,159,Used,6-12M,Medium,4-6,8-14D,1,5,2,8,中RFG综合表现,3,优惠敏感用户,2,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
51484,0,Male,4,3,Married,Mobile Phone,Laptop & Accessory,3.0,34.0,2.0,2,18.0,2.0,3,3,0,1,186,Used,0-6M,Medium,0-3,0-3D,4,2,4,10,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51485,0,Male,3,2,Married,Mobile Phone,Laptop & Accessory,3.0,15.0,2.0,4,19.0,7.0,1,1,1,4,163,Used,0-6M,Medium,0-3,4-7D,2,4,4,10,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51486,1,Female,3,1,Single,Mobile Phone,Mobile Phone,3.0,15.0,2.0,1,22.0,4.0,8,5,0,1,142,Used,0-6M,Medium,7+,4-7D,3,1,5,9,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51487,0,Male,3,1,Single,Mobile Phone,Household,18.0,35.0,2.0,1,13.0,3.0,6,1,0,1,135,Used,1-2Y,Medium,4-6,0-3D,4,1,2,7,低RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51488,0,Female,3,1,Single,Mobile Phone,Laptop & Accessory,11.0,9.0,2.0,2,20.0,2.0,4,3,1,2,143,Used,6-12M,Medium,4-6,0-3D,4,2,5,11,中RFG综合表现,0,基础培育用户,4,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51489,0,Female,3,1,Single,Mobile Phone,Household,3.0,14.0,3.0,1,14.0,4.0,2,3,0,1,126,Used,0-6M,High,0-3,4-7D,3,1,2,6,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51490,0,Male,5,3,Married,Pad,Laptop & Accessory,5.0,15.0,2.0,1,17.0,7.0,1,1,0,0,147,Not Used,0-6M,Medium,0-3,4-7D,2,1,4,7,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51491,0,Female,3,1,Married,Mobile Phone,Household,3.0,11.0,2.0,2,14.0,30.0,6,5,0,0,132,Not Used,0-6M,Medium,4-6,15D+,1,2,2,5,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51492,0,Male,4,1,Single,Mobile Phone,Household,3.0,8.0,3.0,1,13.0,2.0,1,1,0,0,127,Not Used,0-6M,High,0-3,0-3D,4,1,2,7,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51493,0,Male,4,1,Married,Pad,Grocery,14.0,16.0,3.0,7,13.0,7.0,5,5,0,1,272,Used,1-2Y,High,4-6,4-7D,2,5,2,9,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
51494,0,Male,3,1,Married,Mobile Phone,Household,9.0,15.0,3.0,1,21.0,4.0,3,5,0,0,122,Not Used,6-12M,High,0-3,4-7D,3,1,5,9,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51495,0,Female,3,1,Single,Mobile Phone,Mobile Phone,9.0,9.0,3.0,1,14.0,0.0,2,4,0,1,115,Used,6-12M,High,0-3,0-3D,5,1,2,8,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51496,0,Female,3,1,Married,Pad,Laptop & Accessory,13.0,32.0,2.0,2,11.0,13.0,2,4,0,0,156,Not Used,1-2Y,Medium,0-3,8-14D,1,2,1,4,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51497,0,Male,3,3,Married,Mobile Phone,Fashion,8.0,6.0,3.0,1,13.0,6.0,2,4,0,0,173,Not Used,6-12M,High,0-3,4-7D,2,1,2,5,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51498,0,Male,3,3,Married,Mobile Phone,Laptop & Accessory,9.0,12.0,2.0,4,20.0,5.0,3,3,1,0,123,Not Used,6-12M,Medium,0-3,4-7D,2,4,5,11,中RFG综合表现,0,基础培育用户,4,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51499,0,Male,3,1,Married,Mobile Phone,Laptop & Accessory,18.0,14.0,2.0,1,18.0,15.0,9,4,0,1,123,Used,1-2Y,Medium,7+,15D+,1,1,4,6,低RFG综合表现,2,主播互动风险用户,1,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
51500,0,Female,3,3,Single,Pad,Fashion,5.0,14.0,2.0,3,14.0,7.0,2,1,0,2,190,Used,0-6M,Medium,0-3,4-7D,2,4,2,8,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51501,0,Male,3,1,Married,Pad,Laptop & Accessory,2.0,6.0,2.0,1,13.0,9.0,2,3,0,0,143,Not Used,0-6M,Medium,0-3,8-14D,1,1,2,4,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51502,0,Male,4,1,Married,Mobile Phone,Laptop & Accessory,24.0,13.0,2.0,1,17.0,0.0,3,3,0,1,161,Used,1-2Y,Medium,0-3,0-3D,5,1,4,10,中RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51503,0,Female,4,1,Married,Mobile Phone,Household,33.0,15.0,3.0,1,20.0,0.0,5,4,1,1,133,Used,2Y+,High,4-6,0-3D,5,1,5,11,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
51504,0,Male,4,3,Married,Mobile Phone,Fashion,13.0,10.0,3.0,2,11.0,11.0,8,1,0,1,209,Used,1-2Y,High,7+,8-14D,1,2,1,4,低RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
51505,0,Female,3,3,Married,Pad,Household,9.0,8.0,3.0,1,18.0,2.0,7,3,0,0,122,Not Used,6-12M,High,7+,0-3D,4,1,4,9,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
51506,0,Male,3,1,Married,Mobile Phone,Household,3.0,14.0,3.0,2,24.0,2.0,2,1,0,2,123,Used,0-6M,High,0-3,0-3D,4,2,5,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51507,0,Male,3,1,Married,Pad,Household,9.0,15.0,2.0,2,18.0,2.0,7,4,0,2,120,Used,6-12M,Medium,7+,0-3D,4,2,4,10,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51508,0,Male,3,1,Married,Mobile Phone,Household,1.0,27.0,3.0,1,11.0,2.0,2,1,0,0,127,Not Used,0-6M,High,0-3,0-3D,4,1,1,6,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51509,0,Male,1,1,Married,Mobile Phone,Fashion,33.0,30.0,2.0,1,16.0,4.0,4,1,1,1,194,Used,2Y+,Medium,4-6,4-7D,3,1,4,8,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
51510,0,Male,4,1,Married,Pad,Household,3.0,14.0,3.0,1,15.0,1.0,2,3,1,0,126,Not Used,0-6M,High,0-3,0-3D,5,1,3,9,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51511,0,Female,3,1,Single,Mobile Phone,Others,23.0,17.0,2.0,4,15.0,4.0,4,4,0,0,299,Not Used,1-2Y,Medium,4-6,4-7D,3,4,3,10,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
51512,0,Male,3,1,Married,Mobile Phone,Household,14.0,14.0,2.0,1,12.0,8.0,5,3,0,1,125,Used,1-2Y,Medium,4-6,8-14D,2,1,1,4,低RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51513,0,Female,3,3,Married,Mobile Phone,Fashion,3.0,11.0,2.0,7,12.0,4.0,3,1,0,1,194,Used,0-6M,Medium,0-3,4-7D,3,5,1,9,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51514,0,Female,4,3,Single,Mobile Phone,Laptop & Accessory,11.0,6.0,2.0,1,22.0,7.0,5,1,0,0,187,Not Used,6-12M,Medium,4-6,4-7D,2,1,5,8,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51515,0,Male,3,1,Single,Mobile Phone,Household,5.0,12.0,3.0,1,20.0,4.0,4,3,0,0,130,Not Used,0-6M,High,4-6,4-7D,3,1,5,9,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51516,0,Male,3,1,Married,Mobile Phone,Household,3.0,23.0,3.0,1,16.0,1.0,1,4,1,0,131,Not Used,0-6M,High,0-3,0-3D,5,1,4,10,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51517,1,Female,5,3,Single,Pad,Household,3.0,14.0,3.0,1,21.0,0.0,1,5,0,1,123,Used,0-6M,High,0-3,0-3D,5,1,5,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51518,0,Male,3,1,Single,Pad,Household,9.0,9.0,1.0,7,12.0,2.0,5,4,0,2,121,Used,6-12M,Low,4-6,0-3D,4,5,1,10,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51519,0,Male,3,1,Married,Pad,Laptop & Accessory,3.0,15.0,3.0,6,11.0,10.0,2,5,0,5,131,Used,0-6M,High,0-3,8-14D,1,5,1,7,低RFG综合表现,3,优惠敏感用户,3,中风险,P3-持续培育,7天内触达1次,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,低成本定向权益
51520,0,Female,3,3,Married,Mobile Phone,Laptop & Accessory,18.0,10.0,1.0,1,11.0,3.0,5,5,1,0,150,Not Used,1-2Y,Low,4-6,0-3D,4,1,1,6,低RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51521,0,Female,3,1,Married,Mobile Phone,Mobile Phone,29.0,14.0,3.0,2,18.0,2.0,5,5,1,2,143,Used,2Y+,High,4-6,0-3D,4,2,4,10,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
51522,0,Male,3,1,Single,Mobile Phone,Household,6.0,14.0,2.0,1,14.0,2.0,1,1,0,1,125,Used,0-6M,Medium,0-3,0-3D,4,1,2,7,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51523,1,Male,4,1,Single,Mobile Phone,Mobile Phone,3.0,8.0,2.0,1,22.0,0.0,2,1,0,1,111,Used,0-6M,Medium,0-3,0-3D,5,1,5,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
51524,0,Female,3,3,Married,Mobile Phone,Fashion,19.0,6.0,3.0,15,25.0,7.0,2,5,0,8,205,Used,1-2Y,High,0-3,4-7D,2,5,5,12,高RFG综合表现,3,优惠敏感用户,1,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
51525,0,Female,3,1,Single,Mobile Phone,Household,9.0,15.0,3.0,2,12.0,1.0,2,1,0,1,123,Used,6-12M,High,0-3,0-3D,5,2,1,8,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51526,0,Female,3,1,Married,Mobile Phone,Mobile Phone,4.0,18.0,3.0,1,23.0,2.0,9,1,1,1,139,Used,0-6M,High,7+,0-3D,4,1,5,10,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
51527,0,Female,3,1,Single,Mobile Phone,Household,9.0,33.0,3.0,1,15.0,2.0,3,4,0,0,123,Not Used,6-12M,High,0-3,0-3D,4,1,3,8,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51528,1,Female,3,3,Single,Mobile Phone,Household,4.0,26.0,3.0,1,22.0,2.0,2,4,1,0,131,Not Used,0-6M,High,0-3,0-3D,4,1,5,10,中RFG综合表现,0,基础培育用户,5,高风险,P2-自动化召回,48小时内优先触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,视用户价值配置挽留权益
51529,0,Male,4,1,Married,Mobile Phone,Mobile Phone,23.0,6.0,2.0,1,15.0,2.0,3,3,0,1,137,Used,1-2Y,Medium,0-3,0-3D,4,1,3,8,中RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51530,0,Female,1,1,Married,Mobile Phone,Laptop & Accessory,26.0,19.0,2.0,1,11.0,3.0,2,5,0,1,145,Used,2Y+,Medium,0-3,0-3D,4,1,1,6,低RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
51531,0,Female,3,1,Married,Mobile Phone,Household,6.0,20.0,3.0,1,13.0,6.0,2,4,0,1,128,Used,0-6M,High,0-3,4-7D,2,1,2,5,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
