CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
51226,0,3,Mobile Phone,3,8,Single,1,Female,2,1,14,7,Laptop & Accessory,1,3,0,0,165
51227,0,21,Pad,1,28,Married,3,Female,2,4,11,7,Grocery,4,1,0,,272
51228,0,17,Mobile Phone,1,6,Married,1,Male,3,2,15,2,Laptop & Accessory,3,5,0,2,150
51229,1,,Pad,1,22,Married,5,Male,2,3,23,0,Household,2,5,1,3,123
51230,1,19,Phone,1,,Single,3,Male,3,1,16,0,Household,2,1,0,0,126
51231,0,9,Mobile Phone,3,23,Married,4,Male,2,1,16,3,Laptop & Accessory,3,4,0,1,155
51232,0,14,Phone,3,14,Married,3,Female,2,1,21,4,Laptop & Accessory,6,4,0,1,144
51233,0,15,Mobile Phone,1,12,Married,3,Male,2,,13,7,Fashion,10,5,0,3,233
51234,0,4,Mobile Phone,3,16,Married,3,Female,2,1,11,4,Laptop & Accessory,3,1,1,0,166
51235,0,7,Mobile Phone,3,9,Married,4,Female,3,1,12,1,Laptop & Accessory,4,1,1,0,181
51236,0,4,Phone,1,10,Married,1,Female,3,2,12,2,Mobile Phone,9,3,0,2,140
51237,0,3,Pad,1,,Married,1,Male,3,7,18,7,Household,1,1,0,2,125
51238,0,18,Pad,1,6,Single,3,Male,2,1,12,3,Laptop & Accessory,5,3,0,1,154
51239,0,6,Mobile Phone,3,16,Single,3,Male,2,1,14,9,Laptop & Accessory,2,3,0,0,155
51240,0,1,Pad,3,6,Married,4,Male,2,1,12,7,Laptop & Accessory,2,1,1,0,168
51241,1,3,Pad,3,30,Single,1,Male,2,1,17,0,Mobile Phone,2,5,0,1,111
51242,0,12,Pad,3,27,Married,5,Female,2,1,19,2,Laptop & Accessory,7,3,0,0,157
51243,0,,Phone,1,8,Married,3,Male,2,1,11,2,Household,2,4,0,1,122
51244,0,7,Pad,1,28,Married,4,Male,2,6,15,11,Laptop & Accessory,2,1,1,3,157
51245,1,3,Mobile Phone,3,19,Single,3,Female,2,2,11,2,Laptop & Accessory,4,3,1,2,199
51246,0,23,Pad,1,20,Married,3,Male,3,1,18,7,Laptop & Accessory,9,4,0,0,155
51247,0,29,Mobile Phone,3,17,Married,4,Female,2,1,16,0,Laptop & Accessory,5,5,0,0,154
51248,0,12,Mobile Phone,1,15,Married,3,Male,2,7,25,9,Laptop & Accessory,2,5,0,4,152
51249,0,,Pad,1,14,Married,4,Female,2,1,16,7,Laptop & Accessory,2,4,1,1,121
51250,0,33,Mobile Phone,3,27,Married,3,Female,3,1,13,0,Grocery,5,1,1,,279
51251,1,3,Pad,1,,Single,1,Female,2,1,14,3,Household,4,3,1,0,124
51252,0,11,Phone,1,15,Married,3,Male,3,1,19,3,Mobile Phone,3,1,0,1,148
51253,0,22,Pad,1,8,Married,3,Male,2,4,15,3,Others,4,1,0,,292
51254,0,15,Mobile Phone,3,18,Married,3,Male,3,1,12,0,Laptop & Accessory,4,1,1,0,151
51255,1,3,Pad,2,28,Married,4,Female,,1,12,0,Household,2,4,0,1,129
51256,0,8,Mobile Phone,3,24,Married,3,Male,3,1,16,4,Laptop & Accessory,1,5,0,0,0
51257,0,,Pad,1,22,Single,3,Male,2,1,14,4,Household,2,3,0,0,121
51258,0,4,Pad,1,9,Married,3,Male,,2,13,3,Household,2,5,1,0,131
51259,0,9,Pad,1,15,Married,1,Male,,1,22,2,Household,2,4,0,1,128
51260,0,7,Mobile Phone,3,6,Single,3,Male,2,2,21,1,Fashion,2,1,0,1,199
51261,0,7,Mobile Phone,3,19,Married,3,Male,2,1,18,1,Fashion,2,3,0,1,186
51262,0,3,Phone,1,6,Single,3,Male,,7,13,6,Household,1,5,0,3,129
51263,0,2,Mobile Phone,1,6,Married,3,Male,2,1,12,2,Laptop & Accessory,1,5,0,1,154
51264,0,5,Pad,1,21,Married,3,Female,2,1,18,2,Laptop & Accessory,6,1,0,0,167
51265,0,4,Pad,1,6,Married,5,Male,2,8,21,7,Laptop & Accessory,2,5,0,1,150
51266,1,3,Phone,1,,Married,4,Male,2,1,12,3,Household,6,1,0,0,124
51267,0,11,Phone,3,6,Single,4,Male,,1,14,0,Household,5,5,0,0,129
51268,0,8,Mobile Phone,3,13,Married,3,Female,2,1,11,9,Laptop & Accessory,2,1,1,1,152
51269,0,3,Phone,3,15,Single,3,Male,2,1,14,7,Laptop & Accessory,2,1,0,0,141
51270,0,5,Mobile Phone,1,11,Single,4,Male,2,1,24,0,Laptop & Accessory,9,1,0,0,197
51271,1,3,Pad,3,32,Married,3,Male,3,1,11,8,Laptop & Accessory,2,1,1,0,156
51272,1,16,Mobile Phone,3,30,Single,3,Male,3,2,13,2,Fashion,7,5,1,2,204
51273,0,27,Phone,1,15,Married,3,Female,,2,11,3,Laptop & Accessory,4,3,0,0,129
51274,0,6,Pad,1,13,Married,3,Male,2,2,20,8,Laptop & Accessory,2,3,0,2,160
51275,0,16,Mobile Phone,1,17,Married,3,Male,1,1,17,9,Fashion,2,3,0,1,175
51276,0,11,Pad,2,6,Married,3,Male,,1,11,2,Household,1,4,1,1,130
51277,0,28,Mobile Phone,2,32,Married,1,Male,3,1,,4,Others,5,4,1,1,296
51278,0,4,Mobile Phone,1,8,Married,5,Female,2,1,11,0,Mobile Phone,2,1,1,1,111
51279,0,12,Mobile Phone,3,21,Single,3,Male,3,,12,10,Grocery,1,5,0,4,233
51280,0,15,Pad,1,29,Single,4,Male,2,3,12,7,Laptop & Accessory,2,3,0,2,143
51281,0,4,Pad,1,16,Married,3,Female,2,4,20,,Fashion,5,3,0,3,210
51282,0,27,Phone,1,16,Single,3,Female,3,1,19,4,Laptop & Accessory,7,5,1,0,144
51283,0,3,Phone,1,6,Single,4,Male,2,1,12,2,Laptop & Accessory,2,3,0,1,146
51284,0,3,Phone,1,,Single,3,Male,3,1,13,4,Household,2,1,0,1,126
51285,0,13,Pad,1,17,Married,3,Female,3,9,11,4,Laptop & Accessory,2,3,0,2,163
51286,0,13,Mobile Phone,3,8,Married,3,Female,3,5,14,10,Laptop & Accessory,4,4,0,1,157
51287,0,,Phone,2,8,Married,3,Female,2,1,14,2,Household,5,4,0,0,122
51288,0,3,Phone,1,6,Married,3,Male,3,1,13,7,Mobile Phone,2,4,0,0,137
51289,0,3,Phone,1,8,Married,3,Male,2,1,19,2,Mobile Phone,7,3,1,0,140
51290,0,23,Mobile Phone,1,31,Single,3,Male,2,12,23,11,Fashion,3,3,0,1,186
51291,0,,Pad,1,6,Married,4,Male,2,1,12,0,Household,2,3,0,0,120
51292,0,11,Phone,3,6,Married,3,Male,2,5,15,8,Laptop & Accessory,1,4,0,4,144
51293,0,4,Phone,3,8,Married,3,Male,,1,19,2,Household,1,3,0,1,131
51294,0,11,Pad,1,12,Married,4,Male,3,7,11,7,Laptop & Accessory,3,3,0,2,153
51295,0,15,Mobile Phone,1,24,Married,3,Male,2,1,17,2,Laptop & Accessory,7,5,1,0,154
51296,0,14,Phone,1,6,Married,3,Male,,1,22,0,Household,4,1,0,0,128
51297,0,23,Pad,1,6,Married,3,Female,3,5,18,,Fashion,1,4,0,0,220
51298,0,8,Phone,1,17,Married,3,Male,2,2,11,2,Household,8,3,1,0,127
51299,0,3,Phone,1,6,Single,3,Male,3,1,12,2,Household,1,3,0,0,134
51300,0,8,Mobile Phone,1,15,Single,3,Male,2,1,19,8,Laptop & Accessory,2,3,0,0,151
51301,0,6,Mobile Phone,1,21,Married,3,Female,3,8,13,1,Laptop & Accessory,1,1,1,5,12
51302,0,5,Phone,1,35,Single,4,Female,,4,13,1,Household,2,4,0,3,128
51303,0,13,Phone,1,,Married,3,Male,2,1,19,0,Household,9,1,0,0,124
51304,0,,Phone,3,6,Married,4,Male,3,2,14,2,Household,1,4,0,0,123
51305,0,12,Phone,1,30,Single,3,Male,2,1,13,7,Laptop & Accessory,8,1,0,1,141
51306,0,11,Mobile Phone,1,16,Married,5,Female,2,,12,11,Fashion,4,3,0,1,232
51307,0,5,Mobile Phone,3,6,Married,3,Female,2,5,19,7,Fashion,2,1,0,3,204
51308,0,13,Mobile Phone,1,16,Married,1,Female,2,,25,8,Fashion,2,1,1,0,237
51309,0,3,Phone,3,14,Married,3,Female,2,1,22,4,Laptop & Accessory,1,3,1,1,149
51310,0,25,Pad,3,126,Married,3,Male,2,1,15,0,Household,3,1,0,1,135
51311,0,17,Phone,1,,Single,3,Male,2,1,12,2,Household,7,1,1,0,124
51312,0,3,Phone,3,,Single,3,Male,2,1,11,2,Household,2,5,1,1,124
51313,0,12,Pad,1,15,Single,3,Male,2,1,,3,Others,3,1,0,0,294
51314,1,,Pad,3,15,Married,3,Male,2,1,19,0,Mobile Phone,2,5,0,1,118
51315,0,9,Mobile Phone,3,9,Married,4,Female,3,3,19,4,Fashion,1,1,0,3,176
51316,0,9,Pad,1,10,Married,3,Female,3,1,13,2,Laptop & Accessory,8,4,0,1,151
51317,0,29,Pad,1,6,Married,3,Male,2,1,21,9,Laptop & Accessory,2,3,0,0,163
51318,1,3,Phone,1,6,Married,3,Male,2,2,14,2,Mobile Phone,10,1,1,2,148
51319,0,15,Mobile Phone,1,8,Married,3,Male,2,4,11,14,Others,6,3,0,,289
51320,1,19,Phone,1,,Married,3,Male,3,9,11,8,Household,9,3,0,6,123
51321,0,14,Mobile Phone,1,34,Married,4,Female,2,,23,10,Grocery,1,4,0,1,236
51322,0,7,Mobile Phone,3,34,Married,4,Female,3,1,21,7,Laptop & Accessory,2,3,0,1,167
51323,0,9,Pad,3,21,Married,5,Male,2,11,24,11,Laptop & Accessory,2,1,0,4,154
51324,0,14,Mobile Phone,3,9,Married,4,Male,2,1,11,4,Laptop & Accessory,3,4,0,0,189
51325,0,5,Phone,1,,Single,3,Male,3,1,14,2,Household,2,5,0,1,124
51326,0,8,Mobile Phone,2,32,Single,3,Female,2,1,16,7,Fashion,2,1,1,1,188
51327,0,11,Mobile Phone,3,16,Married,3,Female,3,1,11,9,Laptop & Accessory,2,1,0,0,153
51328,1,13,Pad,3,6,Married,3,Male,3,1,12,1,Laptop & Accessory,8,3,0,1,167
51329,0,9,Mobile Phone,3,17,Married,4,Female,3,1,13,0,Laptop & Accessory,5,1,0,1,167
51330,0,18,Phone,3,26,Single,3,Female,2,1,15,1,Laptop & Accessory,9,3,0,1,149
51331,0,13,Phone,1,8,Single,4,Male,,2,14,2,Household,3,3,0,0,128
51332,0,8,Pad,1,24,Married,3,Male,3,1,14,2,Laptop & Accessory,2,3,1,1,157
51333,0,,Mobile Phone,1,8,Married,3,Female,3,1,14,2,Household,3,3,0,1,120
51334,0,8,Phone,1,6,Married,5,Female,,1,12,1,Household,2,1,0,0,130
51335,0,2,Phone,1,19,Married,4,Male,2,1,13,3,Laptop & Accessory,5,4,1,1,140
51336,0,2,Phone,1,34,Single,4,Female,3,1,14,4,Mobile Phone,2,5,0,0,138
51337,1,13,Mobile Phone,3,34,Married,4,Male,2,2,13,0,Fashion,5,5,1,0,209
51338,0,12,Mobile Phone,3,30,Married,4,Female,2,9,11,,Grocery,1,1,0,1,220
51339,0,4,Pad,1,11,Single,3,Male,3,1,19,7,Laptop & Accessory,1,5,0,0,199
51340,0,3,Phone,3,11,Single,4,Female,,1,18,0,Household,1,3,0,0,130
51341,0,9,Pad,1,,Married,1,Male,2,1,17,3,Laptop & Accessory,5,1,0,0,126
51342,0,12,Mobile Phone,1,12,Married,4,Male,2,1,15,7,Fashion,5,5,0,1,200
51343,0,3,Mobile Phone,1,10,Married,1,Male,2,1,20,3,Laptop & Accessory,2,4,1,1,161
51344,0,22,Pad,3,8,Married,4,Male,3,1,14,8,Laptop & Accessory,3,4,0,1,154
51345,0,7,Phone,1,14,Married,1,Male,2,1,12,2,Laptop & Accessory,3,3,0,0,144
51346,1,4,Mobile Phone,3,6,Single,3,Female,3,1,11,5,Laptop & Accessory,9,1,1,0,160
51347,0,22,Pad,1,14,Married,4,Male,3,1,23,7,Laptop & Accessory,2,4,0,0,151
51348,1,,Phone,1,8,Single,4,Male,3,1,15,0,Household,7,3,1,0,121
51349,0,6,Pad,1,9,Married,3,Female,,3,11,0,Household,2,3,1,2,129
51350,0,3,Phone,1,8,Married,3,Male,2,2,12,2,Household,10,4,0,1,135
51351,0,5,Pad,1,8,Single,3,Male,,3,13,6,Household,1,1,0,1,131
51352,0,33,Phone,1,9,Married,1,Female,,1,20,0,Household,5,5,1,0,127
51353,0,3,Phone,1,30,Married,3,Male,,1,22,0,Household,2,3,0,1,127
51354,0,11,Pad,1,29,Single,4,Male,2,1,21,8,Fashion,1,3,0,1,195
51355,0,9,Mobile Phone,1,33,Married,3,Male,3,7,13,7,Laptop & Accessory,7,3,0,0,152
51356,0,8,Phone,1,,Married,1,Male,2,1,13,3,Household,1,4,0,1,124
51357,0,2,Phone,1,21,Single,4,Female,2,1,12,8,Laptop & Accessory,1,3,1,1,142
51358,0,4,Phone,1,32,Married,3,Male,,4,17,3,Household,2,3,0,3,129
51359,0,7,Phone,1,25,Married,3,Male,3,1,11,2,Household,1,1,0,0,127
51360,1,,Phone,1,30,Single,4,Male,2,1,14,3,Household,6,3,1,0,120
51361,0,2,Mobile Phone,1,27,Married,1,Female,2,8,11,8,Fashion,2,5,0,6,200
51362,0,5,Phone,1,11,Married,1,Male,3,1,12,5,Household,1,4,1,1,133
51363,0,3,Pad,1,22,Married,1,Male,,1,13,0,Household,2,1,1,0,129
51364,0,26,Mobile Phone,3,8,Married,4,Female,3,,16,7,Grocery,3,1,0,0,254
51365,0,11,Phone,1,8,Single,3,Male,2,1,11,2,Mobile Phone,6,1,1,0,139
51366,0,3,Pad,1,17,Married,1,Female,3,1,18,3,Laptop & Accessory,1,3,0,0,140
51367,1,3,Phone,3,15,Single,4,Male,2,1,23,3,Household,8,5,0,0,134
51368,0,7,Mobile Phone,1,13,Single,3,Female,2,2,11,,Fashion,1,4,0,0,220
51369,0,,Mobile Phone,1,21,Single,3,Male,3,1,14,0,Mobile Phone,2,1,0,1,112
51370,1,3,Phone,1,12,Single,3,Male,,1,11,3,Household,3,5,0,0,130
51371,0,26,Mobile Phone,1,11,Married,3,Female,2,4,11,8,Others,5,3,0,,291
51372,1,3,Pad,1,22,Single,5,Female,3,6,22,7,Mobile Phone,2,5,1,0,139
51373,0,15,Mobile Phone,3,14,Married,3,Male,2,4,11,2,Laptop & Accessory,1,4,0,2,168
51374,0,17,Mobile Phone,1,13,Married,4,Female,2,5,14,17,Fashion,4,1,0,0,202
51375,0,19,Mobile Phone,3,8,Single,3,Female,2,2,12,1,Others,4,5,0,,289
51376,0,6,Phone,1,,Single,3,Male,3,1,11,0,Household,5,1,0,0,125
51377,0,17,Mobile Phone,1,16,Married,3,Male,2,1,13,3,Laptop & Accessory,3,1,1,0,165
51378,0,,Phone,1,15,Single,4,Male,2,1,13,8,Household,2,3,0,0,122
51379,1,,Phone,3,11,Married,3,Male,2,1,14,0,Laptop & Accessory,4,1,0,0,121
51380,1,,Phone,1,6,Married,3,Male,3,2,16,0,Household,3,1,1,0,123
51381,0,16,Phone,1,,Married,1,Female,3,1,12,4,Household,2,3,0,1,126
51382,1,13,Phone,3,9,Married,4,Male,,1,14,2,Household,2,3,1,1,127
51383,0,,Mobile Phone,3,8,Married,3,Female,3,2,13,2,Household,2,1,0,2,120
51384,0,9,Phone,1,11,Married,4,Female,2,1,14,0,Household,10,5,1,1,134
51385,0,6,Pad,3,6,Married,1,Female,2,1,19,3,Laptop & Accessory,3,5,0,0,154
51386,0,,Mobile Phone,1,10,Married,3,Male,3,1,12,0,Household,2,1,0,1,120
51387,0,3,Phone,1,,Married,3,Female,2,1,13,0,Household,2,5,0,1,123
51388,1,,Phone,1,31,Single,5,Male,2,1,12,1,Household,2,3,0,0,123
51389,0,3,Pad,3,14,Single,3,Male,2,1,15,7,Fashion,2,3,0,1,187
51390,0,3,Pad,1,6,Single,3,Female,2,3,23,7,Laptop & Accessory,2,1,0,1,140
51391,1,4,Mobile Phone,1,18,Married,3,Female,2,15,,8,Others,2,3,0,1,295
51392,0,7,Pad,3,29,Single,3,Male,3,8,20,7,Laptop & Accessory,1,3,0,0,146
51393,0,13,Phone,1,25,Married,3,Male,,1,21,0,Household,5,4,0,0,130
51394,0,19,Pad,3,11,Single,3,Male,3,1,21,8,Laptop & Accessory,5,1,1,1,158
51395,0,,Phone,1,14,Married,1,Male,2,1,19,1,Household,2,1,0,1,123
51396,1,11,Mobile Phone,1,6,Single,4,Male,3,1,13,0,Fashion,10,3,1,0,154
51397,1,3,Phone,1,11,Single,3,Male,2,2,13,2,Household,2,3,1,0,134
51398,0,17,Mobile Phone,3,6,Married,3,Female,3,1,21,3,Laptop & Accessory,6,5,1,1,155
51399,0,8,Pad,1,17,Married,4,Male,3,2,13,3,Fashion,3,5,1,1,199
51400,0,3,Phone,3,29,Married,4,Female,2,1,19,0,Laptop & Accessory,8,1,1,0,142
51401,0,6,Pad,1,29,Single,3,Female,3,,12,12,Fashion,2,1,1,3,235
51402,0,8,Pad,3,5,Married,3,Male,3,1,22,8,Fashion,2,5,0,0,191
51403,0,8,Phone,1,29,Married,3,Female,1,2,15,2,Mobile Phone,4,5,1,0,140
51404,0,4,Mobile Phone,1,13,Married,3,Male,2,1,22,7,Laptop & Accessory,4,1,0,0,159
51405,0,13,Mobile Phone,1,6,Married,4,Male,2,1,18,7,Laptop & Accessory,2,3,0,0,160
51406,0,5,Mobile Phone,1,6,Married,3,Male,2,7,22,8,Laptop & Accessory,2,1,1,5,162
51407,0,11,Pad,1,,Single,3,Female,2,9,11,9,Laptop & Accessory,2,1,0,6,124
51408,0,23,Mobile Phone,1,13,Married,4,Female,2,13,12,8,Others,6,3,1,,287
51409,0,33,Mobile Phone,3,31,Single,3,Female,4,7,11,9,Fashion,8,5,0,6,176
51410,0,9,Mobile Phone,1,14,Married,3,Female,2,12,13,8,Fashion,2,3,0,7,201
51411,0,28,Mobile Phone,1,14,Married,3,Female,2,,14,2,Grocery,3,3,1,1,248
51412,0,9,Pad,1,17,Single,4,Male,3,1,13,3,Laptop & Accessory,2,4,0,1,165
51413,0,18,Mobile Phone,1,13,Married,3,Male,2,1,17,0,Fashion,3,5,0,0,197
51414,0,,Pad,1,6,Married,3,Male,3,1,13,2,Household,5,5,0,0,122
51415,1,3,Phone,1,15,Married,4,Male,3,1,17,0,Household,1,3,1,1,134
51416,0,33,Pad,3,6,Single,4,Female,2,1,11,3,Laptop & Accessory,8,3,0,1,155
51417,0,2,Phone,1,8,Married,3,Male,,1,23,4,Household,1,4,0,1,127
51418,0,4,Phone,1,,Single,3,Male,2,1,17,0,Household,2,4,0,1,125
51419,0,5,Mobile Phone,1,6,Married,3,Male,3,1,17,9,Laptop & Accessory,2,4,0,1,162
51420,0,9,Phone,1,12,Married,1,Female,,1,12,0,Household,4,1,0,0,130
51421,0,4,Phone,1,14,Single,3,Female,3,1,23,8,Laptop & Accessory,2,1,0,1,144
51422,0,8,Phone,3,6,Single,4,Male,2,2,14,8,Laptop & Accessory,1,5,0,1,143
51423,0,18,Mobile Phone,1,12,Married,3,Male,2,,14,0,Fashion,5,5,1,1,232
51424,0,13,Mobile Phone,1,13,Single,3,Male,1,,13,2,Fashion,5,3,0,0,237
51425,0,19,Mobile Phone,2,11,Married,3,Male,3,1,22,2,Laptop & Accessory,2,4,1,1,150
51426,0,3,Mobile Phone,1,6,Married,4,Male,2,3,12,0,Laptop & Accessory,2,1,1,1,151
51427,0,8,Phone,1,6,Single,4,Male,,1,18,4,Household,2,3,0,1,129
51428,0,28,Mobile Phone,3,6,Married,3,Male,3,1,14,0,Fashion,4,1,0,0,202
51429,0,11,Pad,1,12,Married,5,Female,3,1,12,9,Laptop & Accessory,8,1,1,0,153
51430,0,7,Phone,1,6,Married,3,Male,3,1,15,3,Laptop & Accessory,2,4,0,1,143
51431,0,29,Mobile Phone,1,13,Single,5,Male,2,1,11,2,Fashion,5,1,0,0,173
51432,0,3,Phone,3,,Married,3,Male,3,1,13,0,Household,4,5,0,1,123
51433,0,,Phone,1,15,Married,3,Male,3,1,23,3,Household,4,1,0,1,121
51434,0,3,Phone,1,8,Married,4,Male,4,10,19,8,Laptop & Accessory,2,1,0,3,142
51435,1,9,Mobile Phone,3,15,Single,4,Male,3,4,16,7,Fashion,2,1,0,3,196
51436,0,13,Pad,1,6,Married,4,Male,3,,22,11,Grocery,2,4,0,5,235
51437,0,24,Mobile Phone,3,27,Single,3,Male,3,1,22,0,Laptop & Accessory,1,1,1,0,154
51438,0,3,Mobile Phone,3,10,Married,4,Female,3,2,12,7,Laptop & Accessory,2,4,1,2,152
51439,0,19,Pad,1,6,Married,4,Male,2,9,13,5,Fashion,3,5,1,4,207
51440,0,5,Mobile Phone,3,12,Single,3,Male,2,5,16,7,Laptop & Accessory,2,3,0,5,150
51441,0,27,Mobile Phone,1,8,Married,3,Female,2,,12,3,Fashion,10,3,0,0,235
51442,0,3,Mobile Phone,3,9,Married,3,Female,2,1,21,2,Laptop & Accessory,1,3,0,0,150
51443,0,1,Pad,3,10,Married,3,Male,2,1,15,4,Laptop & Accessory,2,3,0,0,142
51444,0,33,Mobile Phone,3,16,Single,3,Male,2,,13,8,Grocery,1,3,0,0,239
51445,0,,Pad,1,29,Married,3,Male,3,1,12,2,Laptop & Accessory,5,4,0,0,120
51446,1,,Phone,2,12,Married,3,Male,3,1,22,2,Household,5,5,1,0,121
51447,0,5,Phone,1,6,Single,3,Male,,1,13,0,Household,2,5,0,0,130
51448,1,3,Pad,1,12,Single,4,Female,,1,18,0,Household,2,1,1,0,129
51449,0,7,Phone,1,12,Single,3,Female,2,2,14,10,Laptop & Accessory,2,3,0,0,148
51450,0,13,Pad,1,8,Married,4,Male,3,1,14,0,Laptop & Accessory,6,1,0,1,152
51451,0,33,Pad,2,8,Married,4,Female,2,2,21,2,Others,10,1,0,,288
51452,0,23,Pad,1,6,Married,3,Female,3,1,19,7,Others,4,4,1,,282
51453,1,3,Mobile Phone,3,11,Single,4,Male,2,1,11,3,Laptop & Accessory,2,3,1,0,157
51454,0,3,Phone,1,13,Married,4,Male,,2,11,1,Household,2,1,0,0,129
51455,0,3,Phone,1,21,Single,3,Female,,1,15,0,Household,2,1,0,1,129
51456,0,24,Pad,1,6,Single,4,Female,1,12,20,8,Fashion,4,5,0,4,175
51457,1,3,Pad,1,13,Single,5,Male,3,1,24,6,Laptop & Accessory,2,3,1,1,161
51458,0,27,Pad,2,32,Single,1,Female,1,4,12,4,Grocery,3,1,1,,273
51459,0,3,Phone,1,24,Married,3,Male,,1,12,2,Household,1,3,0,0,128
51460,0,7,Phone,1,12,Married,4,Female,2,1,15,0,Laptop & Accessory,7,4,0,1,145
51461,0,13,Mobile Phone,3,9,Single,3,Male,2,1,12,3,Fashion,3,1,0,0,174
51462,0,7,Mobile Phone,1,11,Single,4,Female,2,5,12,,Fashion,3,5,0,2,216
51463,0,9,Pad,3,17,Married,3,Female,3,2,14,8,Fashion,1,1,0,0,197
51464,0,9,Phone,1,9,Married,3,Female,,1,22,0,Household,6,1,0,0,128
51465,0,16,Pad,3,32,Married,3,Male,3,4,12,12,Grocery,2,1,1,,270
51466,0,3,Pad,1,,Married,5,Male,3,1,25,9,Household,2,3,0,0,126
51467,0,6,Pad,3,28,Married,3,Male,3,1,13,7,Laptop & Accessory,1,4,0,0,161
51468,1,19,Mobile Phone,1,20,Married,3,Female,3,4,18,3,Mobile Phone,10,4,1,3,150
51469,0,24,Mobile Phone,1,12,Single,3,Male,2,15,,15,Others,8,3,0,8,295
51470,1,3,Mobile Phone,3,12,Married,5,Male,3,7,18,7,Laptop & Accessory,5,3,1,0,162
51471,0,3,Phone,1,,Married,4,Female,2,4,19,3,Household,2,4,0,2,124
51472,1,23,Mobile Phone,1,29,Married,3,Female,3,15,12,6,Fashion,2,1,0,7,203
51473,1,,Mobile Phone,3,28,Single,3,Male,2,1,19,0,Mobile Phone,2,3,1,1,117
51474,0,3,Phone,1,,Married,3,Male,3,2,14,1,Household,1,1,0,2,125
51475,0,22,Mobile Phone,1,26,Married,3,Female,3,5,14,11,Laptop & Accessory,2,5,0,5,166
51476,0,16,Pad,1,34,Single,1,Female,3,1,12,2,Mobile Phone,5,3,0,0,147
51477,0,23,Pad,3,18,Single,3,Female,3,2,11,1,Fashion,5,1,0,1,192
51478,1,3,Phone,3,26,Married,5,Female,3,2,11,2,Laptop & Accessory,4,3,1,0,146
51479,0,14,Mobile Phone,3,15,Married,3,Male,3,1,13,7,Fashion,4,3,1,0,182
51480,0,3,Phone,2,31,Married,3,Female,,5,23,7,Household,2,3,0,2,129
51481,0,9,Phone,1,12,Married,3,Male,2,1,20,1,Laptop & Accessory,7,4,0,0,149
51482,1,14,Pad,1,14,Single,5,Male,2,1,15,3,Fashion,3,1,0,1,207
51483,0,12,Mobile Phone,3,10,Married,4,Female,2,5,14,9,Laptop & Accessory,5,3,0,5,159
51484,0,3,Mobile Phone,3,34,Married,4,Male,2,2,18,2,Laptop & Accessory,3,3,0,1,186
51485,0,3,Mobile Phone,2,15,Married,3,Male,2,4,19,7,Laptop & Accessory,1,1,1,4,163
51486,1,3,Phone,1,15,Single,3,Female,2,1,22,4,Mobile Phone,8,5,0,1,142
51487,0,18,Phone,1,35,Single,3,Male,2,1,13,3,Household,6,1,0,1,135
51488,0,11,Phone,1,9,Single,3,Female,2,2,20,2,Laptop & Accessory,4,3,1,2,143
51489,0,3,Phone,1,,Single,3,Female,3,1,14,4,Household,2,3,0,1,126
51490,0,5,Pad,3,15,Married,5,Male,2,1,17,7,Laptop & Accessory,1,1,0,0,147
51491,0,3,Phone,1,11,Married,3,Female,2,2,14,30,Household,6,5,0,0,132
51492,0,3,Phone,1,8,Single,4,Male,,1,13,2,Household,1,1,0,0,127
51493,0,14,Pad,1,16,Married,4,Male,3,7,13,7,Grocery,5,5,0,,272
51494,0,,Phone,1,15,Married,3,Male,3,1,21,4,Household,3,5,0,0,122
51495,0,,Mobile Phone,1,9,Single,3,Female,3,1,14,0,Mobile Phone,2,4,0,1,115
51496,0,13,Pad,1,32,Married,3,Female,2,2,11,13,Laptop & Accessory,2,4,0,0,156
51497,0,8,Mobile Phone,3,6,Married,3,Male,3,1,13,6,Fashion,2,4,0,0,173
51498,0,,Phone,3,12,Married,3,Male,2,4,20,5,Laptop & Accessory,3,3,1,0,123
51499,0,18,Phone,1,,Married,3,Male,2,1,18,15,Laptop & Accessory,9,4,0,1,123
51500,0,5,Pad,3,14,Single,3,Female,2,3,14,7,Fashion,2,1,0,2,190
51501,0,2,Pad,1,6,Married,3,Male,2,1,13,9,Laptop & Accessory,2,3,0,0,143
51502,0,24,Mobile Phone,1,13,Married,4,Male,2,1,17,0,Laptop & Accessory,3,3,0,1,161
51503,0,33,Phone,1,15,Married,4,Female,3,1,20,0,Household,5,4,1,1,133
51504,0,13,Mobile Phone,3,10,Married,4,Male,3,2,11,11,Fashion,8,1,0,1,209
51505,0,,Pad,3,8,Married,3,Female,3,1,18,2,Household,7,3,0,0,122
51506,0,3,Phone,1,,Married,3,Male,3,2,24,2,Household,2,1,0,2,123
51507,0,,Pad,1,15,Married,3,Male,2,2,18,2,Household,7,4,0,2,120
51508,0,1,Phone,1,27,Married,3,Male,,1,11,2,Household,2,1,0,0,127
51509,0,33,Mobile Phone,1,30,Married,1,Male,2,1,16,4,Fashion,4,1,1,1,194
51510,0,3,Pad,1,,Married,4,Male,3,1,15,1,Household,2,3,1,0,126
51511,0,23,Mobile Phone,1,17,Single,3,Female,2,4,,4,Others,4,4,0,0,299
